"","MEcyan","MElightyellow","MEturquoise","MEsalmon","MEred","MEblack","MEmidnightblue","MEmagenta","MEblue","MEgreenyellow","MElightcyan","MEgreen","MEpink","MElightgreen","MEpurple","MEyellow","MEtan","MEbrown","MEgrey60","MEgrey"
"Age_mo_Anthropometric",0.0171388230370748,0.0582103427838763,0.0366580398112086,0.018482292088323,0.0274968386761406,0.0177997752761913,-0.00629536256095158,-0.0555954863317883,0.0117841022066615,0.0315489222746835,-0.00649970703653634,0.0425671155105038,-0.0082853858070629,-0.0374191733626577,-0.0137161331832883,-0.0867378518525979,-0.0165287278745783,0.0197034940185248,0.0104203798557744,-0.0480152760558059
"height_mo_Anthropometric",-0.0207457719470932,0.0299718830473273,0.0141922012253721,0.0226356210490498,-0.0156076937763298,-0.0470947267067256,-0.0386881834809137,-0.0563216340561398,-0.0218132063907418,0.0072957922836147,0.0115541110268872,0.0227737272760854,-0.0185716073231542,-0.0150546508915494,0.0549881668173592,0.0280978242152533,-0.0682300885508955,0.00704590117025592,0.0302911624792965,0.0140276079434075
"weight_mo_first_check_Anthropometric",-0.0289794208789386,-0.0337586871812605,-0.0101252309327182,0.016561401048993,0.0628412381350211,-0.0341198574440317,-0.054756345530695,0.053007509813826,0.0296002282872393,-0.011019794382946,0.014963144226157,-0.0452334115895955,-0.00345596442367153,0.0601668102577973,0.0382913822674032,0.0976290529969818,-0.290351172762802,0.0940044933288097,-0.0132468615899501,0.0934721864144549
"BMI_mo_Anthropometric",-0.0267547164242811,-0.0486477714408094,-0.0191022888909002,0.0140760609860261,0.0723277402179693,-0.0214117382775417,-0.0451393338646061,0.0773036550181428,0.0392245837277276,-0.0149037744369927,0.0104388862298157,-0.0550033520252529,0.00270931021323171,0.0739775592461416,0.0244846532057126,0.0973672028619994,-0.28746284959819,0.0952649231798315,-0.0266549612091922,0.0953942503763111
"SBP_first_check_BloodPressuse",0.0386105464200025,-0.00190699253206441,0.0281216145751554,-0.018016136921404,0.0673953304530308,0.0205025989149008,-0.0111955848236054,0.041500425581675,0.0439774609514453,-0.0155541003810822,0.025853908305753,-0.0500312225348226,-0.0209390591739509,-0.00620284635781085,-0.0260701327052813,0.0478176588418277,-0.100353686649911,0.0241189442414909,-0.0118771671926326,0.0753653754726142
"DBP_first_check_BloodPressuse",0.0124569756517998,-0.00902755140938651,-0.0198931658898849,0.00683204216000376,0.0623124521632879,-0.00441778446872377,-0.00502062277253649,0.0192767674039823,0.057149684942321,-0.0126869680720609,0.00172185867436332,-0.0173415997623911,0.0154346347460363,0.0299901862873341,0.0117043458893853,0.0558017218295084,-0.114738828552659,0.00525211002434589,-0.0264079903591278,0.0463769870483104
"SBP_42d_BloodPressuse",0.0300306953040468,0.0474165217693019,0.0321913617976087,-0.00253899438356557,-0.0178004900495714,-0.0106127897458613,0.013403105325925,0.0201689782478132,0.032144425462174,-0.00665176096626874,0.0113447776473174,-0.0101990830873273,0.0123741030691686,0.0531453436340434,0.0295058445722223,0.0619055930483273,-0.0703545733550259,-0.0377004380039765,-0.0496093855316211,0.0415495421371333
"DBP_42d_BloodPressuse",0.0168174964679904,0.00624551202494048,0.00830070257855895,-0.0117018725722761,0.00802264713246691,-0.0183562986267743,0.0010365958422141,0.0327455319583234,0.0537310257030533,-0.0354332743192374,-0.00296042249275017,-0.0528030085831806,0.00760102032519766,0.0809133047722778,0.0576544645455365,0.102599010385945,-0.080429836497069,0.0368131834507923,0.0149182485551496,0.0978053603693631
"OGTT_0h_Glycaemic",0.0176227103730558,0.0960451538113046,0.0441346075553727,0.079257455980767,0.0318120649481097,-0.00281668696469331,-0.0174186940699478,0.0699192858043928,0.0162554203913061,0.141253190004231,0.0670899141377469,-0.0976894096116882,-0.0459339281866515,0.00755558135797054,-0.0101870318879387,0.0268558520255865,-0.0856007920886646,0.0499386508657718,-0.0722903054648383,0.0786993811881012
"OGTT_1h_Glycaemic",-0.0180097992224292,-0.0410635973803279,-0.0094077880292845,-0.0316850186456507,0.105094273447014,-0.0131645784528374,0.000718492850095316,0.00671171538901452,0.0377301510946523,0.0194647423868373,-0.0316093501030182,-0.0690126883506008,-0.0255306647983599,0.0319141088624122,0.0339292468779748,0.102637986691995,0.0168589561368659,-0.00716501840377939,-0.0509312298836959,0.0931855582369403
"OGTT_2h_Glycaemic",0.00492628129415606,-0.0120961101639804,0.0187357867100237,0.0204524870562506,0.0672692952232717,-0.00883254176419143,-0.0104762124937071,0.0700797132477684,0.0430942326099268,0.0546401374913734,0.000169628440296237,-0.0621703723132905,-0.0443352711121646,-0.0232049572755383,0.0118569081787244,0.0256173718435318,-0.0277803536693472,-0.0385507736622863,-0.0971990048872319,0.040025375279291
"OGTT_HbA1c_Glycaemic",-0.0380519071323226,-0.0654768852352743,-0.0367115202459367,0.0647012212347293,0.0391457795694005,0.00926770278195593,0.00369538091974481,0.0146623829026417,0.0406647024811447,0.0850892590584044,-0.0092570523107388,-0.060876926053591,-0.0164698202508612,-0.0115455781369009,-0.0394040293488728,0.0936723144282577,-0.14999217692483,0.0371253635750255,-0.0371388751097802,0.0955119221890216
"total_protain_Liver",-0.0239495835354193,0.00400841337070876,0.0643742582238419,0.0149168112545188,0.00811945603126399,-0.0448436228897345,-0.0192234400665006,0.00698709648784334,0.0381581495368534,0.00871277777354562,-0.00277122967737032,-0.0711642960741706,-0.0661999753091081,0.0491885859587996,0.016572662398439,0.0249524010671939,-0.0669383871782788,0.0614527809096376,0.0373233824831866,0.0643123666045914
"albumin_cal_Liver",-0.0289558835221072,0.0276034792445222,0.0475984795817029,0.000504531247195733,-0.0194554944463256,-0.00598006266368224,-0.00143224844638984,-0.0438529021878706,-0.0185129680196451,0.0124446036695127,-0.0329465706383863,-0.0138773832591113,-0.0495975760679519,-0.0122757842346988,-0.0215160674083256,-0.00321450900508245,-0.0262757763807213,0.0106414080458323,0.0426594790395242,5.58622015574322e-05
